Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
131.202.240.242-173.194.196.16-5474-465-6,131.202.240.242,5474,173.194.196.16,465,6,25/05/2015 01:53:05 PM,1956356,14,18,1965.0,4497.0,1294.0,0.0,140.35714285714286,336.1347273714142,1350.0,0.0,249.83333333333331,442.06630458230904,3303.079807560587,16.356941170216462,63108.258064516136,175794.49581561,948043.0,27.0,1909222.0,146863.23076923075,268038.35427918204,995875.0,1225.0,1909325.0,112313.23529411764,230427.55210681984,948043.0,113.0,0,0,0,0,292,372,7.156161761969703,9.200779408246762,0.0,1350.0,195.81818181818176,392.30627819229574,153904.2159090909,1,2,0,20,31,0,0,0,1.0,201.9375,140.35714285714286,249.83333333333334,0,0,0,6462,22,3387,0,61,0,140,8192,364,10,20,0,0,0,0,1.432572785116404E15,0.0,1.432572785116404E15,1.432572785116404E15,NeedManualLabel
131.202.240.242-173.194.196.16-5474-465-6,131.202.240.242,5474,173.194.196.16,465,6,25/05/2015 01:53:07 PM,25490,3,0,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0,0,0,0,1216.1632012553944,117.69321302471558,12745.0,17776.664479029805,25315.0,175.0,25490.0,12745.0,17776.664479029805,25315.0,175.0,0,0,0,0,0,0,0,0,0,60,0,117.69321302471558,0.0,0.0,31.0,7.75,15.500000000000002,240.25000000000003,1,0,0,1,3,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,1,10,0,0,16430,0,1,20,0,0,0,0,1.432572787072792E15,0.0,1.432572787072792E15,1.432572787072792E15,NeedManualLabel
131.202.240.242-131.202.6.26-5475-13000-6,131.202.240.242,5475,131.202.6.26,13000,6,25/05/2015 01:53:11 PM,36545,10,10,2505.0,5708.0,1080.0,0.0,250.49999999999997,350.32786231059487,1350.0,0.0,570.8,556.3499697931949,224736.62607743876,547.2704884389109,1923.4210526315792,3513.8294449817927,12020.0,26.0,36545.0,4060.5555555555557,4730.709648433074,12894.0,505.0,35696.0,3966.222222222222,4996.964347926093,12658.0,86.0,0,0,0,0,212,212,273.63524421945544,273.63524421945544,0.0,1350.0,391.0952380952381,477.6953950753456,228192.89047619049,1,2,0,11,19,0,0,0,1.0,410.65,250.5,570.8,0,0,0,8213,13,338053,0,125,0,285,65535,32768,5,20,0,0,0,0,1.432572791167297E15,0.0,1.432572791167297E15,1.432572791167297E15,NeedManualLabel
131.202.6.26-131.202.240.242-13000-5475-6,131.202.6.26,13000,131.202.240.242,5475,6,25/05/2015 01:53:11 PM,49,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,40816.32653061225,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,0,0,0,0,0,40,0,40816.32653061225,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,32768,0,0,20,0,0,0,0,1.432572791204083E15,0.0,1.432572791204083E15,1.432572791204083E15,NeedManualLabel
131.202.240.242-173.194.196.16-5477-465-6,131.202.240.242,5477,173.194.196.16,465,6,25/05/2015 01:53:28 PM,1158882,12,17,2225.0,873.0,1294.0,0.0,185.41666666666666,375.7374466138274,240.0,0.0,51.35294117647059,64.94511257253177,2673.2661306327996,25.024118072418073,41388.64285714287,67864.83045388378,330345.0,51.0,1110849.0,100986.27272727274,107124.78648015212,379181.0,3841.0,1110033.0,69377.0625,79199.68865634827,330345.0,64.0,0,0,0,0,252,352,10.35480747824196,14.669310594176112,0.0,1294.0,103.26666666666668,246.2066602271959,60617.71954022989,1,2,0,19,28,0,0,0,1.0,106.82758620689656,185.41666666666666,51.35294117647059,0,0,0,3098,19,2800,0,76,0,30,8192,364,10,20,0,0,0,0,1.432572808577967E15,0.0,1.432572808577967E15,1.432572808577967E15,NeedManualLabel
131.202.240.242-173.194.196.16-5477-465-6,131.202.240.242,5477,173.194.196.16,465,6,25/05/2015 01:53:29 PM,23820,3,0,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0,0,0,0,1301.4273719563391,125.94458438287153,11910.0,16701.862171626253,23720.0,100.0,23820.0,11910.0,16701.862171626253,23720.0,100.0,0,0,0,0,0,0,0,0,0,60,0,125.94458438287153,0.0,0.0,31.0,7.75,15.500000000000002,240.25000000000003,1,0,0,1,3,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,1,10,0,0,16319,0,1,20,0,0,0,0,1.432572809736883E15,0.0,1.432572809736883E15,1.432572809736883E15,NeedManualLabel
131.202.240.242-74.125.70.16-5479-995-6,131.202.240.242,5479,74.125.70.16,995,6,25/05/2015 01:53:31 PM,1015667,20,27,668.0,11882.0,181.0,0.0,33.39999999999999,46.966281297835025,1350.0,0.0,440.07407407407413,526.1921940424669,12356.41209175842,46.27500942730245,22079.717391304344,34763.655241046756,162363.0,11.0,765386.0,40283.47368421053,35629.921948285766,142430.0,164.0,967442.0,37209.3076923077,44530.808186485214,162363.0,21.0,0,0,0,0,412,552,19.691493373320192,26.583516053982258,0.0,1350.0,261.4583333333333,442.6879674497859,195972.6365248227,1,2,0,30,46,0,0,0,1.0,267.02127659574467,33.4,440.0740740740741,0,0,0,12550,32,12985,0,14,0,252,8192,344,11,20,0,0,0,0,1.432572811887087E15,0.0,1.432572811887087E15,1.432572811887087E15,NeedManualLabel
131.202.240.242-74.125.70.16-5479-995-6,131.202.240.242,5479,74.125.70.16,995,6,25/05/2015 01:53:32 PM,34564,3,0,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0,0,0,0,896.8869343825946,86.79550977896078,17282.0,24243.86309976197,34425.0,139.0,34564.0,17282.0,24243.86309976197,34425.0,139.0,0,0,0,0,0,0,0,0,0,60,0,86.79550977896078,0.0,0.0,31.0,7.75,15.500000000000002,240.25000000000003,1,0,0,1,3,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,1,10,0,0,16526,0,1,20,0,0,0,0,1.432572812902786E15,0.0,1.432572812902786E15,1.432572812902786E15,NeedManualLabel
131.202.240.242-173.194.196.16-5481-465-6,131.202.240.242,5481,173.194.196.16,465,6,25/05/2015 01:54:20 PM,968874,12,16,2226.0,885.0,1327.0,0.0,185.5,385.89482787648,240.0,0.0,55.31250000000001,65.91784659710905,3210.9438378984264,28.89952666703823,35884.22222222221,57887.17258421655,281345.0,85.0,921655.0,83786.81818181818,99559.9347878635,368851.0,1218.0,921521.0,61434.73333333334,70570.59855357275,281345.0,125.0,0,0,0,0,252,332,12.385511428730672,16.51401523830756,0.0,1327.0,107.27586206896552,255.74679114754503,65406.42118226601,1,2,0,18,27,0,0,0,1.0,111.10714285714286,185.5,55.3125,0,0,0,3111,18,3381,0,79,0,31,8192,365,9,20,0,0,0,0,1.432572860450208E15,0.0,1.432572860450208E15,1.432572860450208E15,NeedManualLabel
131.202.240.242-173.194.196.16-5481-465-6,131.202.240.242,5481,173.194.196.16,465,6,25/05/2015 01:54:21 PM,42336,3,0,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0,0,0,0,732.2373393801965,70.86167800453515,21168.0,29788.994477826873,42232.0,104.0,42336.0,21168.0,29788.994477826873,42232.0,104.0,0,0,0,0,0,0,0,0,0,60,0,70.86167800453515,0.0,0.0,31.0,7.75,15.500000000000002,240.25000000000003,1,0,0,1,3,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,1,10,0,0,16316,0,1,20,0,0,0,0,1.432572861419125E15,0.0,1.432572861419125E15,1.432572861419125E15,NeedManualLabel
